title,price,link
Sim-Card Tray Adapter for Tecno Spark 10c Blue - Complete Repair Kit,Rs. 553,https://www.daraz.pk/products/sim-card-tray-adapter-for-tecno-spark-10c-blue-complete-repair-kit-i939868766.html
7395A Professional Magnetic Design Screwdriver Set 16 in 1 Multi-functional Repair Tool for Computer Mobile Watch Tool Kit,Rs. 961,https://www.daraz.pk/products/7395a-1-16-i399374966.html
SW 1688 Versatile Screwdrivers Set Precision Screwdriver For Mobile Phone Repairing,Rs. 980,https://www.daraz.pk/products/sw-1688-i349673612.html
MECHANIC UV50 No-Clean Solder Flux Solder paste Circuit Board IC Repair Welding Oil Soldering Iron Flux For BGA/PGA/SMD,Rs. 550,https://www.daraz.pk/products/uv50-ic-bgapgasmd-i301249250.html
"31 In 1 Precision Handle Screwdriver Set Mobile Phone, watches, glasses Repair Kit",Rs. 499,https://www.daraz.pk/products/1-31-i459035025.html
"MECHANIC SU7 UV Instant Curing Green Solder Mask Ink for PCB & Mobile Motherboard Repair – Quick 3s Dry, Durable Protection by Electrica",Rs. 490,https://www.daraz.pk/products/mechanic-su7-uv-instant-curing-green-solder-mask-ink-for-pcb-mobile-motherboard-repair-quick-3s-dry-durable-protection-by-electrica-i621165579.html
Samsung Galaxy S6 Edge Touch Glass Repair (Not Panel),"Rs. 1,899",https://www.daraz.pk/products/s6-i498112383.html
"TE-022 Stainless Steel LCD Screen Opening Tool, Mobile Phone Opening Thin Card Disassembling Blade, for Smartphone Repair Tool",Rs. 472,https://www.daraz.pk/products/te-022-lcd-i366552743.html
Samsung Galaxy S8 Plus Touch Glass Repair (Not Panel),"Rs. 1,999",https://www.daraz.pk/products/4-i376724832.html
"Screen Cleaning Kit Spray, Towel and Brush for Laptops  3 in 1 Screen Cleaning Kit with Brush and Micro Cloth for PC, Laptops, LCD, LED, Mobiles & TV Mini Mobile Phone & Tablet Screen Smartphone keyboard Cleaning Kit with Liquid Cleaner Note random color",Rs. 699,https://www.daraz.pk/products/1-3-lcd-led-tv-i409654360.html
Gray Sim Door for Samsung S21 - Professional Mobile Repair Part,Rs. 563,https://www.daraz.pk/products/gray-sim-door-for-samsung-professional-mobile-repair-part-i939855347.html
"Modern Bedside Laptop and study table  with Storage Shelf ,  Compact Overbed Rolling and height adjustable Desk table, Charging workstation tables, mobile repairing workstation tables, medical hospital patient use table and multi-uses table","Rs. 5,300",https://www.daraz.pk/products/-i684719035.html
MECHANIC Solder Paste XGSP50/VB545/XG50 BGA Paste 183/138 degree,Rs. 799,https://www.daraz.pk/products/mechanic-solder-paste-xgsp50vb545xg-50-bga-paste-183138-degree-i432860895.html
Samsung S21 Ultra - Original Camera Glass Repair Replacement Rear Lens Cover,Rs. 599,https://www.daraz.pk/products/samsung-ultra-original-camera-glass-repair-replacement-rear-lens-cover-i368469001.html
Black Sim Door for OnePlus 7 Pro - Professional Mobile Repair Part,Rs. 563,https://www.daraz.pk/products/black-sim-door-for-oneplus-7-pro-professional-mobile-repair-part-i939855202.html
"KOOCU B7000 (50ML/1.68) fl.oz Multi-Purpose Glue - Strong Adhesive for Mobile Phones, Shoes, Jewelry, Clothes, Beads, Glass, Stones, Aari Work, Crafts, DIY Repairs - Bonds Fabric, Metal, Wood, and Plastic",Rs. 225,https://www.daraz.pk/products/b7000-50-168-fl-diy-i922571946.html
S-160 Magnetic Heat-resistant Soldering Mat Silicone Heat Gun BGA Soldering Station Insulation Pad Repair Tools For Mobile stationary craft supplies shop office and school project,"Rs. 3,000",https://www.daraz.pk/products/s-160-bga-i423259472.html
Master Steel Brush Anti-Static For Motherboard PCB IC Pad Cleaning Solder Oil Brush Mobile Phone Repair Tool MECHANIC,"Rs. 1,099",https://www.daraz.pk/products/-i455254748.html
530 Electronics Products Environmental Friendly spray Cleaner Mobile Phone Repair LCD Screen cleaning remove glue quickly 530 spray ORG,"Rs. 1,222",https://www.daraz.pk/products/530-530-org-i390196049.html
Oppo A52 - Original Camera Glass Repair Replacement Rear Lens Cover,Rs. 210,https://www.daraz.pk/products/oppo-a52-original-camera-glass-repair-replacement-rear-lens-cover-i366438101.html
Electrica RMA-UV10 10cc BGA Flux Paste for Solder Station and Soldering Iron - Enhanced Halogen-Free Soldering Flux Paste for Improved Repairing Tools,Rs. 850,https://www.daraz.pk/products/rma-uv10-10cc-bga-i458977805.html
Model 91025 28 in 1 Multipurpose Precision Magnetic Ratchet Screwdriver Repair Tools Kit for Electronics Computer Tablet Cell phone Repair Mobile Phone Home Appliance Repair Disassembly Corrosion Resistance Antirust,"Rs. 1,603",https://www.daraz.pk/products/1-28-i262783545.html
"Redmi Note 10 Pro Complete Body Replacement with Button and Camera Lens , Complete Housing For Redmi Note 10 Pro","Rs. 2,499",https://www.daraz.pk/products/redmi-note-10-pro-complete-body-replacement-with-button-and-camera-lens-complete-housing-for-redmi-note-10-pro-i914980073.html
Samsung Galaxy S10 4G SM-G973  Orignal Battery Back Rear Gorilla Glass Cover Repair Part,Rs. 950,https://www.daraz.pk/products/s10-4g-sm-g973-i135152298.html
"Tecno Camon 19 Neo Dual Tray SIM Slot Replacement Black, SIM Door, and Tray for Mobile Repair _ Black",Rs. 749,https://www.daraz.pk/products/19-_-i932557830.html
"Instaorder TE-802 360 Degree Rotation Soldering Helping Hand Clips LED Magnifying Glass | Mobile Phone Motherboard Repair Tool Table | For Precision Work ,Electronics Work  &   Small Electronics","Rs. 4,999",https://www.daraz.pk/products/instaorder-360-degree-rotation-soldering-helping-hand-clips-led-magnifying-glass-mobile-phone-motherboard-repair-tool-table-for-precision-work-electronics-work-small-electronics-i566578999.html
Imported Quality Welding Magnifying Glass 2 LED Auxiliary Clip Magnifier 3 In 1 Hand Soldering Solder Iron Stand Holder Station Soldering Helping Hand Soldering Stand Mobile Repairing Accessories TE 801,"Rs. 1,599",https://www.daraz.pk/products/2-led-1-3-te-801-i412895439.html
"HIgh Quality Stainless Steel BP Handle with 10 Carbon Steel Blades - Precision Tool Set for Mobile Repair, Paper Cutting & Multi-Purpose Scissors Sabtain Collection",Rs. 299,https://www.daraz.pk/products/bp-10-i560356374.html
Roll Flux Solder Wire Reel Solder Wire Tin 0.8Mm 15g/50g/100g Tin Lead Line Soldering Wire| 24-7 STORE,Rs. 148,https://www.daraz.pk/products/08-15-50-100-24-7-i218358006.html
KC B7000 Glue 50ml Strong Multi Purpose Adhesive for Mobile Repair,Rs. 243,https://www.daraz.pk/products/kc-b7000-50ml-i1953684629.html
Mechanic DS6 40g 0.4mm for Electronic Soldering Iron Welding High Purity No-clean Rosin Solder Wire by Electrica,Rs. 436,https://www.daraz.pk/products/mechanic-ds6-40g-04mm-for-electronic-soldering-iron-welding-high-purity-no-clean-rosin-solder-wire-by-electrica-i689728732.html
Sim-Card Tray Adapter for Infinix Hot 50 Pro Plus Black - Complete Repair Kit,Rs. 553,https://www.daraz.pk/products/sim-card-tray-adapter-for-infinix-hot-50-pro-plus-black-complete-repair-kit-i939878158.html
KAISI  T9000 58ML screen repair black glue curling edge tilting screen middle frame point drill needle plug needle glue far better than e8000,Rs. 422,https://www.daraz.pk/products/kaisi-t9000-58ml-8000-i406948951.html
Vivo Y20/Y20S Replacement Back Glass Housing Battery Door with Back Cover for Repair,Rs. 673,https://www.daraz.pk/products/vivo-y20y20s-replacement-back-glass-housing-battery-door-with-back-cover-for-repair-i476740442.html
"31 In 1 Precision Handle Screwdriver Set Mobile Phone, watches, glasses Repair Kit",Rs. 399,https://www.daraz.pk/products/1-31-i130428900.html
iPhone 12 Pro Max Back Camera Lens Glass - Scratch Resistant High Transparency Glass - Original Quality Camera Protector Repair Part,Rs. 650,https://www.daraz.pk/products/12-i946945991.html
25 in 1 multifunctional screw driver bit set DIY mobile phone notebook repair tools wholesale,Rs. 870,https://www.daraz.pk/products/1-25-diy-i174368884.html
TE-800 2.5X 7.5X 10X Precision Electronic Components Maintenance Assistant Magnifier with 5 Led Light Adjustable Clamp,"Rs. 2,000",https://www.daraz.pk/products/5-led-te-800-25x-75x-10x-i269272125.html
2pcs Back Cover Screw for iPhone X/XS/XR/MAX/11 12 13 Pro 14 Bottom Dock Connector Pentalobe Screws,Rs. 230,https://www.daraz.pk/products/2-xxsxr11-12-13-14-i436336296.html
"New 32-in-1 Compact Screwdriver Set | Magnetic Mini Bits Tool Kit for Mobile, Laptop, Glasses, Watches | Precision Repair Tools in Lightweight Box for Easy Carry",Rs. 596,https://www.daraz.pk/products/1-32-i832671046.html
Samsung Galaxy S7 Orignal Battery Back Rear Gorilla Glass Cover Repair Part _Black,Rs. 950,https://www.daraz.pk/products/s7-i135148609.html
BGA rework knife Mobile phone disassembly tool Chip IC knife Glue removal tool Main board repair tool,"Rs. 2,500",https://www.daraz.pk/products/bga-rework-knife-mobile-phone-disassembly-tool-chip-ic-knife-glue-removal-tool-main-board-repair-tool-i416305577.html
10pcs/50pcs/100pcs T2 i550 Micro USB Type B Female 5Pin SMT Socket Jack Connector For Smart Phones,Rs. 422,https://www.daraz.pk/products/10pcs50pcs100pcs-t2-i550-micro-usb-type-b-female-5pin-smt-socket-jack-connector-for-smart-phones-i432059705.html
Sim-Card Tray Adapter for Infinix Hot 6 X606 Golden - Complete Repair Kit,Rs. 553,https://www.daraz.pk/products/sim-card-tray-adapter-for-infinix-hot-6-x606-golden-complete-repair-kit-i939877246.html
Huawei Honor 8X Back Housing/Battery Back Rear Gorilla Glass Cover Repair Part.,Rs. 840,https://www.daraz.pk/products/8x-i135150377.html
1 Piece Rubber Repair Opening Tool Kit Phone Disassemble Mobile Screen Remover Silicon Suction Cup Stand,Rs. 195,https://www.daraz.pk/products/1-i208456837.html
